population,pop2024,pop2023,city,country,growthRate,type,rank,latitude,longitude
4305130,4305130,4263940,Recife,Brazil,0.0097,w,103,-8.0584933,-34.8848193
4291460,4291460,4191890,Nanning,China,0.0238,w,104,22.8193063,108.3627211
4246400,4246400,4206240,Fortaleza,Brazil,0.0095,w,105,-3.7304512,-38.5217989
4243960,4243960,4088560,Kozhikode,India,0.038,w,106,11.2450558,75.7754716
4239870,4239870,4211930,Porto Alegre,Brazil,0.0066,w,107,-30.0324999,-51.2303767
4226780,4226780,4145010,Taiyuan Shanxi,China,0.0197,w,108,37.870009,112.5452739
4203110,4203110,4063200,Douala,Cameroon,0.0344,w,109,4.0429389,9.7062018
4190830,4190830,4118330,Ekurhuleni,South Africa,0.0176,w,110,-26.184765,28.321072546012267
4184920,4184920,4009090,Malappuram,India,0.0439,w,111,11.10684475,76.10995510466662
4137390,4137390,4102310,Medellin,Colombia,0.0086,w,112,6.269732449999999,-75.60255965090315
4085500,4085500,3981660,Changzhou,China,0.0261,w,113,31.8122623,119.9691539
4050830,4050830,3846100,Kampala,Uganda,0.0532,w,114,0.3177137,32.5813539
4048670,4048670,3872260,Antananarivo,Madagascar,0.0456,w,115,-18.9100122,47.5255809
4038210,4038210,3945410,Lucknow,India,0.0235,w,116,26.8381,80.9346001
4025740,4025740,3839650,Abuja,Nigeria,0.0485,w,117,9.0643305,7.4892974
4016040,4016040,3920380,Nanchang,China,0.0244,w,118,28.6472124,116.0348483
4009530,4009530,3919720,Wenzhou,China,0.0229,w,119,27.9963899,120.695345
4007470,4007470,3935480,Xiamen,China,0.0183,w,120,24.4801069,118.0853479
4004320,4004320,3874910,Ibadan,Nigeria,0.0334,w,121,7.3786064,3.8969928
3998750,3998750,3922200,Fuzhou Fujian,China,0.0195,w,122,26.0774954,119.2918215
3994980,3994980,3958380,Salvador,Brazil,0.0092,w,123,-12.9822499,-38.4812772
3950410,3950410,3892840,Casablanca,Morocco,0.0148,w,124,33.5945144,-7.6200284
3925210,3925210,3814700,Tangshan Hebei,China,0.029,w,125,39.6295951,118.1738712
3903480,3903480,3768240,Kumasi,Ghana,0.0359,w,126,6.6985605,-1.6233086
3852460,3852460,3813080,Curitiba,Brazil,0.0103,w,127,-25.4295963,-49.2712724
3830680,3830680,3729350,Bekasi,Indonesia,0.0272,w,128,-6.2349858,106.9945444
3800190,3800190,3710840,Faisalabad,Pakistan,0.0241,w,129,31.4220558,73.0923253
3795936,3795936,3820914,Los Angeles,United States,-0.0065,us,130,34.0536909,-118.242766
3661450,3661450,3580900,Guiyang,China,0.0225,w,131,26.6499922,106.6246178
3636550,3636550,3480100,Port Harcourt,Nigeria,0.045,w,132,4.7676576,7.0188527
3605240,3605240,3482460,Thrissur,India,0.0353,w,133,10.5270099,76.214621
3587400,3587400,3523890,Santo Domingo,Dominican Republic,0.018,w,134,18.4801972,-69.942111
3576870,3576870,3573940,Berlin,Germany,0.0008,w,135,52.510885,13.3989367
3568830,3568830,3510510,Asuncion,Paraguay,0.0166,w,136,-25.2800459,-57.6343814
3540460,3540460,3429540,Dakar,Senegal,0.0323,w,137,14.693425,-17.447938
3507050,3507050,3406060,Kochi,India,0.0297,w,138,9.9674277,76.2454436
3498740,3498740,3437350,Wuxi,China,0.0179,w,139,31.5776626,120.2952752
3477420,3477420,3471950,Busan,South Korea,0.0016,w,140,35.1799528,129.0752365
3458440,3458440,3422800,Campinas,Brazil,0.0104,w,141,-22.9056391,-47.059564
3415530,3415530,3367850,Mashhad,Iran,0.0142,w,142,36.2974945,59.6059232
3407810,3407810,3292500,Sanaa,Yemen,0.035,w,143,15.3538569,44.2058841
3394340,3394340,3344760,Puebla,Mexico,0.0148,w,144,18.833333,-98.0
3393380,3393380,3302080,Indore,India,0.0276,w,145,22.7203616,75.8681996
3365910,3365910,3297530,Lanzhou,China,0.0207,w,146,36.0615192,103.8318849
3358930,3358930,3203920,Ouagadougou,Burkina Faso,0.0484,w,147,12.3681873,-1.5270944
3353600,3353600,3297760,Kuwait City,Kuwait,0.0169,w,148,29.3796532,47.9734174
3324220,3324220,3181250,Lusaka,Zambia,0.0449,w,149,-15.4163395,28.2818414
3286140,3286140,3234160,Kanpur,India,0.0161,w,150,26.4609135,80.3217588
3262130,3262130,3228000,Durban,South Africa,0.0106,w,151,-29.861825,31.009909
3193270,3193270,3142470,Guayaquil,Ecuador,0.0162,w,152,-2.1900563,-79.8868741
3183140,3183140,3157540,Pyongyang,North Korea,0.0081,w,153,39.0167979,125.7473609
3160630,3160630,3154570,Milan,Italy,0.0019,w,154,45.4641943,9.1896346
3159630,3159630,3095100,Guatemala City,Guatemala,0.0208,w,155,14.6416142,-90.5132836
3154590,3154590,3154460,Athens,Greece,0.0,w,156,37.9755648,23.7348324
3133300,3133300,3041230,Depok,Indonesia,0.0303,w,157,-6.40719,106.8158371
3120340,3120340,3088410,Izmir,Turkey,0.0103,w,158,38.23166,27.02997
3106340,3106340,3046690,Nagpur,India,0.0196,w,159,21.1498134,79.0820556
3088750,3088750,3044410,Surabaya,Indonesia,0.0146,w,160,-7.2459717,112.7378266
3086000,3086000,3005410,Handan,China,0.0268,w,161,36.6107711,114.4857072
3083720,3083720,3009050,Coimbatore,India,0.0248,w,162,11.0018115,76.9628425
3071050,3071050,2979890,Huaian,China,0.0306,w,163,33.5978169,119.0196971
3060170,3060170,2987460,Port-au-Prince,Haiti,0.0243,w,164,18.547327,-72.3395928
3051060,3051060,3010680,Zhongshan,China,0.0134,w,165,22.5196895,113.3870834
3051020,3051020,3007580,Dubai,United Arab Emirates,0.0144,w,166,25.2653471,55.2924914
3050570,3050570,2929370,Bamako,Mali,0.0414,w,167,12.61326555,-7.984739136241295
3022860,3022860,2891750,Mbuji-Mayi,DR Congo,0.0453,w,168,-6.1258942,23.5998111
3020230,3020230,3016790,Kiev,Ukraine,0.0011,w,169,50.4500336,30.5241361
3014610,3014610,3000540,Lisbon,Portugal,0.0047,w,170,38.7077507,-9.1365919
2994540,2994540,2917820,Weifang,China,0.0263,w,171,36.7071591,119.1557441
2991730,2991730,2972140,Caracas,Venezuela,0.0066,w,172,10.5060934,-66.9146008
2984150,2984150,2891120,Thiruvananthapuram,India,0.0322,w,173,8.4882267,76.947551
2952120,2952120,2901810,Algiers,Algeria,0.0173,w,174,36.7729309,3.0588291
2935530,2935530,2937360,Shizuoka,Japan,-0.0006,w,175,34.9332488,138.0955398
2933960,2933960,2811960,Lubumbashi,DR Congo,0.0434,w,176,-11.6642316,27.4826264
2890430,2890430,2863730,Cali,Colombia,0.0093,w,177,3.4519988,-76.5325259
2890420,2890420,2848470,Goiania,Brazil,0.0147,w,178,-16.680882,-49.2532691
2889900,2889900,2818100,Pretoria,South Africa,0.0255,w,179,-25.7459277,28.1879101
2882170,2882170,2805650,Shaoxing,China,0.0273,w,180,29.9992425,120.576854
2861690,2861690,2848560,Incheon,South Korea,0.0046,w,181,37.456,126.7052
2834510,2834510,2764580,Yantai,China,0.0253,w,182,37.461928,121.4425255
2828440,2828440,2780140,Zibo,China,0.0174,w,183,36.819626,117.980675
2827610,2827610,2758590,Huizhou,China,0.025,w,184,23.1125153,114.4127007
2811760,2811760,2791000,Manchester,United Kingdom,0.0074,w,185,53.4794892,-2.2451148
2766330,2766330,2754200,Taipei,Taiwan,0.0044,w,186,25.0375198,121.5636796
2726820,2726820,2610480,Mogadishu,Somalia,0.0446,w,187,2.0349312,45.3419183
2724570,2724570,2637730,Brazzaville,Republic of the Congo,0.0329,w,188,-4.2694407,15.2712256
2721160,2721160,2660070,Accra,Ghana,0.023,w,189,5.5571096,-0.2012376
2714220,2714220,2674000,Bandung,Indonesia,0.015,w,190,-6.9215529,107.6110212
2685360,2685360,2584770,Damascus,Syria,0.0389,w,191,33.5130695,36.3095814
2684810,2684810,2665100,Birmingham,United Kingdom,0.0074,w,192,52.4796992,-1.9026911
2682510,2682510,2657090,Vancouver,Canada,0.0096,w,193,49.2608724,-123.113952
2674340,2674340,2626370,Toluca de Lerdo,Mexico,0.0183,w,194,19.292545,-99.6569007
2666740,2666740,2602790,Luoyang,China,0.0246,w,195,34.6196539,112.4477046
2660950,2660950,2666110,Sapporo,Japan,-0.0019,w,196,43.061936,141.3542924
2638159,2638159,2664452,Chicago,United States,-0.0099,us,197,41.8755616,-87.6244212
2633660,2633660,2603240,Tashkent,Uzbekistan,0.0117,w,198,41.3123363,69.2787079
2633240,2633240,2579760,Patna,India,0.0207,w,199,25.6093239,85.1235252
2624860,2624860,2564500,Bhopal,India,0.0235,w,200,23.2584857,77.401989
2570980,2570980,2514080,Tangerang,Indonesia,0.0226,w,201,-6.1761924,106.6382161
2555720,2555720,2492230,Nantong,China,0.0255,w,202,31.9827896,120.8904588
2536450,2536450,2504500,Brisbane,Australia,0.0128,w,203,-27.4689682,153.0234991
2510670,2510670,2475450,Tunis,Tunisia,0.0142,w,204,36.8002068,10.1857757
2480550,2480550,2411780,Peshawar,Pakistan,0.0285,w,205,34.0123846,71.5787458
2479070,2479070,2439050,Medan,Indonesia,0.0164,w,206,3.5896654,98.6738261
2479060,2479060,2415420,Gujranwala,Pakistan,0.0263,w,207,32.1525312,74.1933745
2464160,2464160,2432300,Baku,Azerbaijan,0.0131,w,208,40.3755885,49.8328009
2443690,2443690,2380640,Hohhot,China,0.0265,w,209,40.8337963,111.6730788
2436620,2436620,2439560,San Juan,Puerto Rico,-0.0012,w,210,18.465299,-66.116666
2432180,2432180,2409410,Belem,Brazil,0.0095,w,211,-1.45056,-48.4682453
2430390,2430390,2377320,Rawalpindi,Pakistan,0.0223,w,212,33.5914237,73.0535122
2422340,2422340,2367550,Agra,India,0.0231,w,213,27.1752554,78.0098161
2406850,2406850,2375640,Manaus,Brazil,0.0131,w,214,-3.1316333,-59.9825041
2405660,2405660,2346140,Kannur,India,0.0254,w,215,11.8763836,75.3737973
2402480,2402480,2421350,Beirut,Lebanon,-0.0078,w,216,33.88922645,35.50255852895232
2400830,2400830,2367630,Maracaibo,Venezuela,0.014,w,217,10.6498095,-71.6443596
2397410,2397410,2343450,Liuzhou,China,0.023,w,218,24.3284746,109.4239676
2385110,2385110,2330930,Visakhapatnam,India,0.0232,w,219,17.7231276,83.3012842
2381240,2381240,2334880,Baotou,China,0.0199,w,220,40.6174777,109.944912
2373360,2373360,2324080,Vadodara,India,0.0212,w,221,22.2973142,73.1942567
2373300,2373300,2349400,Barranquilla,Colombia,0.0102,w,222,11.0101922,-74.8231794084391
2352680,2352680,2281200,Phnom Penh,Cambodia,0.0313,w,223,11.568271,104.9224426
2341430,2341430,2342300,Sendai,Japan,-0.0004,w,224,38.2677554,140.8691498
2338720,2338720,2318850,Taoyuan,Taiwan,0.0086,w,225,24.9929995,121.3010003
2332530,2332530,2287170,Xuzhou,China,0.0198,w,226,34.2665258,117.1810431
2319119,2319119,2314157,Houston,United States,0.0021,us,227,29.7589382,-95.3676974
2317650,2317650,2203020,Aleppo,Syria,0.052,w,228,36.19924,37.1637253
2297220,2297220,2259790,Tijuana,Mexico,0.0166,w,229,32.5317397,-117.019529
2294590,2294590,2258400,Esfahan,Iran,0.016,w,230,33.1881386,52.4981635
2294300,2294300,2237370,Nashik,India,0.0254,w,231,20.0112475,73.7902364
2290780,2290780,2229760,Vijayawada,India,0.0274,w,232,16.5087573,80.6185089
2252690,2252690,2232240,Amman,Jordan,0.0092,w,233,31.9515694,35.9239625
2250100,2250100,2176020,Putian,China,0.034,w,234,25.3538682,119.0570588
2205410,2205410,2154600,Multan,Pakistan,0.0236,w,235,30.197838,71.4719683
2196820,2196820,2170510,Grande Vitoria,Brazil,0.0121,w,236,-3.1559361,-59.2794889
2195260,2195260,2124800,Wuhu Anhui,China,0.0332,w,237,31.1800568,118.2141777
2184560,2184560,2149930,Mecca,Saudi Arabia,0.0161,w,238,21.420847,39.826869
2181940,2181940,2106610,Kollam,India,0.0358,w,239,8.9674039,76.85857804538561
2180030,2180030,2179380,Naples,Italy,0.0003,w,240,40.8358846,14.2487679
2179930,2179930,2181000,Daegu,South Korea,-0.0005,w,241,35.8713,128.6018
2178600,2178600,2110940,Conakry,Guinea,0.0321,w,242,9.5170602,-13.6998434
2175100,2175100,2131290,Yangzhou,China,0.0206,w,243,32.3968554,119.4077658
2152520,2152520,2148930,Havana,Cuba,0.0017,w,244,23.135305,-82.3589631
2152230,2152230,2102140,Taizhou Zhejiang,China,0.0238,w,245,28.6581723,121.4163876
2149700,2149700,2107540,Baoding,China,0.02,w,246,38.8579735,115.490696
2143490,2143490,2118000,Perth,Australia,0.012,w,247,-31.9558933,115.8605855
2132180,2132180,2121990,Brussels,Belgium,0.0048,w,248,50.8465573,4.351697
2120050,2120050,2076360,Linyi Shandong,China,0.021,w,249,37.1767104,116.8507744
2115510,2115510,2086320,Bursa,Turkey,0.014,w,250,39.9895878,28.8944669
2096980,2096980,2043110,Rajkot,India,0.0264,w,251,22.3053263,70.8028377
2064730,2064730,2057260,Minsk,Belarus,0.0036,w,252,53.9024716,27.5618225
2062880,2062880,2067590,Hiroshima,Japan,-0.0023,w,253,34.3917241,132.4517589
2056650,2056650,2016090,Haikou,China,0.0201,w,254,20.0462328,110.1956502
2044370,2044370,2000660,Daqing,China,0.0218,w,255,46.3240228,124.5598093
2042730,2042730,1981620,Lome,Togo,0.0308,w,256,6.15803455,1.2516823732466333
2035630,2035630,1986440,Lianyungang,China,0.0248,w,257,34.5933134,119.2171662
2034330,2034330,1993460,Yancheng Jiangsu,China,0.0205,w,258,33.349559,120.1577019
2015740,2015740,1976870,Panama City,Panama,0.0197,w,259,8.9714493,-79.5341802
2015210,2015210,1987300,Almaty,Kazakhstan,0.014,w,260,43.2363924,76.9457275
2013570,2013570,1975310,Semarang,Indonesia,0.0194,w,261,-6.9903988,110.4229104
2011960,2011960,1967680,Hyderabad,Pakistan,0.0225,w,262,25.3868287,68.3714971
2007260,2007260,1983440,Valencia,Venezuela,0.012,w,263,10.170026,-68.0003987
1991460,1991460,1949400,Davao City,Philippines,0.0216,w,264,7.0648306,125.6080623
1990490,1990490,1975270,Vienna,Austria,0.0077,w,265,48.2083537,16.3725042
1989200,1989200,1959390,Rabat,Morocco,0.0152,w,266,34.02236,-6.8340222
1988440,1988440,1951080,Ludhiana,India,0.0191,w,267,30.9090157,75.851601
1986670,1986670,1957000,Quito,Ecuador,0.0152,w,268,-0.2201641,-78.5123274
1972560,1972560,1904630,Benin City,Nigeria,0.0357,w,269,6.3330586,5.6221058
1965570,1965570,1935620,La Paz,Bolivia,0.0155,w,270,-16.4955455,-68.1336229
1965110,1965110,1947780,Baixada Santista,Brazil,0.0089,w,271,-24.0434664,-46.70251806515439
1942470,1942470,1928660,West Yorkshire,United Kingdom,0.0072,w,272,53.741427099999996,-1.7202003766777243
1938920,1938920,1865170,Can Tho,Vietnam,0.0395,w,273,10.0364634,105.7875821
1930370,1930370,1889830,Zhuhai,China,0.0215,w,274,22.273734,113.5721327
1924440,1924440,1898750,Leon de los Aldamas,Mexico,0.0135,w,275,0.0,0.0
1920730,1920730,1869990,Quanzhou,China,0.0271,w,276,25.1901863,118.338717
1915040,1915040,1852400,Matola,Mozambique,0.0338,w,277,-25.966917,32.466956
1913670,1913670,1873690,Datong,China,0.0213,w,278,37.1448493,101.4606956
1872200,1872200,1830860,Sharjah,United Arab Emirates,0.0226,w,279,25.2311534,54.21900831355923
1871910,1871910,1834280,Madurai,India,0.0205,w,280,9.9261153,78.1140983
1871110,1871110,1816810,Raipur,India,0.0299,w,281,21.2380912,81.6336993
1856640,1856640,1835900,Adana,Turkey,0.0113,w,282,36.9863599,35.3252861
1855730,1855730,1820110,Santa Cruz,Bolivia,0.0196,w,283,-17.333333,-61.5
1852670,1852670,1818420,Palembang,Indonesia,0.0188,w,284,-2.9888243,104.7568507
1847690,1847690,1792020,Mosul,Iraq,0.0311,w,285,36.3415843,43.1291386
1840040,1840040,1788870,Cixi,China,0.0286,w,286,30.1730437,121.2623259
1835400,1835400,1797800,Meerut,India,0.0209,w,287,28.9963296,77.7061915
1833010,1833010,1804700,Gaziantep,Turkey,0.0157,w,288,37.0628317,37.3792617
1826140,1826140,1780590,La Laguna,Mexico,0.0256,w,289,20.443863,-97.44505868410334
1806150,1806150,1748140,Batam,Indonesia,0.0332,w,290,1.1030815,104.0383696
1805730,1805730,1801940,Turin,Italy,0.0021,w,291,45.0677551,7.6824892
1799450,1799450,1797520,Warsaw,Poland,0.0011,w,292,52.2337172,21.071432235636493
1797470,1797470,1768510,Jiangmen,China,0.0164,w,293,22.5816619,113.0761073
1789050,1789050,1754420,Varanasi,India,0.0197,w,294,25.3356491,83.0076292
1787280,1787280,1787520,Hamburg,Germany,-0.0001,w,295,53.550341,10.000654
1781360,1781360,1774400,Montevideo,Uruguay,0.0039,w,296,-34.9058916,-56.1913095
1780390,1780390,1778050,Budapest,Hungary,0.0013,w,297,47.4978789,19.0402383
1774400,1774400,1761190,Lyon,France,0.0075,w,298,45.7578137,4.8320114
1772320,1772320,1742710,Xiangyang,China,0.017,w,299,32.010998,112.1163785
1767520,1767520,1776380,Bucharest,Romania,-0.005,w,300,44.4361414,26.1027202
1758100,1758100,1711240,Yichang,China,0.0274,w,301,30.694088,111.2803074
1757700,1757700,1716590,Yinchuan,China,0.0239,w,302,38.4852037,106.2261926
1742750,1742750,1720950,Shiraz,Iran,0.0127,w,303,29.6060218,52.5378041
1738720,1738720,1664440,Kananga,DR Congo,0.0446,w,304,-5.8951725,22.408589
1737500,1737500,1698280,Srinagar,India,0.0231,w,305,34.0747444,74.8204443
1735360,1735360,1678020,Monrovia,Liberia,0.0342,w,306,6.328034,-10.797788
1731860,1731860,1677170,Tiruppur,India,0.0326,w,307,10.791526650000002,77.53254662905589
1730520,1730520,1695060,Jamshedpur,India,0.0209,w,308,22.8015194,86.2029579
1726330,1726330,1664970,Suqian,China,0.0369,w,309,33.9644701,118.2696994
1725280,1725280,1683390,Aurangabad,India,0.0249,w,310,24.75,84.5
1723730,1723730,1680960,Qinhuangdao,China,0.0254,w,311,39.9648614,119.5863191
1719600,1719600,1700070,Stockholm,Sweden,0.0115,w,312,59.3251172,18.0710935
1713450,1713450,1689500,Anshan,China,0.0142,w,313,41.1075962,122.9902291
1708150,1708150,1698090,Glasgow,United Kingdom,0.0059,w,314,55.861155,-4.2501687
1705080,1705080,1666600,Xining,China,0.0231,w,315,36.824463,101.440811
1704930,1704930,1673090,Makassar,Indonesia,0.019,w,316,-5.1342962,119.4124282
1702010,1702010,1661850,Hengyang,China,0.0242,w,317,26.8971308,112.5666191
1701510,1701510,1694760,Novosibirsk,Russia,0.004,w,318,55.0288307,82.9226887
1699360,1699360,1672630,Ulaanbaatar,Mongolia,0.016,w,319,47.9184676,106.9177016
1694910,1694910,1623380,Onitsha,Nigeria,0.0441,w,320,6.1461619,6.8019088
1693700,1693700,1668780,Jilin,China,0.0149,w,321,43.7289674,126.1997366
1693380,1693380,1642350,Anyang,China,0.0311,w,322,36.1023552,114.33633
1692770,1692770,1673220,Auckland,New Zealand,0.0117,w,323,-36.852095,174.7631803
1678030,1678030,1660740,Tabriz,Iran,0.0104,w,324,38.0738612,46.2978789
1676170,1676170,1650320,Muscat,Oman,0.0157,w,325,23.5882019,58.3829448
1665020,1665020,1639610,Calgary,Canada,0.0155,w,326,51.0456064,-114.057541
1662607,1662607,1650070,Phoenix,United States,0.0076,us,327,33.4484367,-112.074141
1662410,1662410,1635460,Qiqihaer,China,0.0165,w,328,47.417209,123.74595982669376
1655620,1655620,1592320,N-Djamena,Chad,0.0398,w,329,12.1191543,15.0502758
1635710,1635710,1627550,Marseille,France,0.005,w,330,43.2961743,5.3699525
1625940,1625940,1611650,Cordoba,Argentina,0.0089,w,331,-31.4166867,-64.1834193
1625320,1625320,1586550,Jodhpur,India,0.0244,w,332,26.2967719,73.0351433
1621640,1621640,1571010,Kathmandu,Nepal,0.0322,w,333,27.708317,85.3205817
1613040,1613040,1594100,Rosario,Argentina,0.0119,w,334,-32.9593609,-60.6617024
1609260,1609260,1568020,Tegucigalpa,Honduras,0.0263,w,335,14.1057433,-87.2040052
1604080,1604080,1582310,Ciudad Juarez,Mexico,0.0138,w,336,31.7372575,-106.485655
1603200,1603200,1578130,Harare,Zimbabwe,0.0159,w,337,-17.8567035,31.0601584
1603010,1603010,1593610,Karaj,Iran,0.0059,w,338,35.8224892,50.9904681
1598980,1598980,1572570,Medina,Saudi Arabia,0.0168,w,339,24.471153,39.6111216
1595960,1595960,1569560,Jining Shandong,China,0.0168,w,340,35.4125047,116.5849266
1593280,1593280,1567000,Abu Dhabi,United Arab Emirates,0.0168,w,341,24.4538352,54.3774014
1584510,1584510,1576420,Munich,Germany,0.0051,w,342,48.1371079,11.5753822
1584240,1584240,1547260,Ranchi,India,0.0239,w,343,23.3700501,85.3250387
1581700,1581700,1577440,Daejon,South Korea,0.0027,w,344,36.3497007,127.3849016
1568120,1568120,1536170,Zhangjiakou,China,0.0208,w,345,40.8171433,114.8782861
1567620,1567620,1544450,Edmonton,Canada,0.015,w,346,53.5462055,-113.491241
1563020,1563020,1531860,Mandalay,Myanmar,0.0203,w,347,21.9596834,96.0948743
1559080,1559080,1552900,Gaoxiong,Taiwan,0.004,w,348,22.6203348,120.3120375
1558470,1558470,1516800,Kota,India,0.0275,w,349,25.1737019,75.8574194
1556410,1556410,1535320,Natal,Brazil,0.0137,w,350,-5.805398,-35.2080905
1552150,1552150,1491960,Nouakchott,Mauritania,0.0403,w,351,18.061891799999998,-15.931148157832908
1551000,1551000,1522120,Jabalpur,India,0.019,w,352,23.1608938,79.9497702
1538600,1538600,1512670,Huainan,China,0.0171,w,353,32.5866826,117.0130019
1536020,1536020,1523630,Grande Sao Luis,Brazil,0.0081,w,354,-3.0212185,-44.0020057
1534080,1534080,1505030,Asansol,India,0.0193,w,355,23.6871297,86.9746587
1533828,1533828,1550542,Philadelphia,United States,-0.0108,us,356,39.9527237,-75.1635262
1532970,1532970,1527730,Yekaterinburg,Russia,0.0034,w,357,56.839104,60.60825
1532900,1532900,1529470,Gwangju,South Korea,0.0022,w,358,35.1594647,126.8515034
1525750,1525750,1483320,Yiwu,China,0.0286,w,359,29.3093002,120.0703805
1520630,1520630,1496300,Chaozhou,China,0.0163,w,360,23.656593,116.6204223
1513974,1513974,1495295,San Antonio,United States,0.0125,us,361,29.4246002,-98.4951405
1508850,1508850,1475020,Gwalior,India,0.0229,w,362,26.2037247,78.1573628
1508040,1508040,1459680,Ganzhou,China,0.0331,w,363,25.8332103,114.9287362
1499600,1499600,1443430,Homs,Syria,0.0389,w,364,34.7333334,36.7166667
1496260,1496260,1437230,Niamey,Niger,0.0411,w,365,13.524834,2.109823
1495220,1495220,1440400,Mombasa,Kenya,0.0381,w,366,-4.05052,39.667169
1493350,1493350,1465150,Allahabad,India,0.0192,w,367,25.4381302,81.8338005
1485160,1485160,1448120,Basra,Iraq,0.0256,w,368,30.4952371,47.8090981
1483510,1483510,1423400,Kisangani,DR Congo,0.0422,w,369,0.5184021,25.2057292
1482460,1482460,1461990,San Jose,Costa Rica,0.014,w,370,9.9325427,-84.0795782
1480470,1480470,1451750,Amritsar,India,0.0198,w,371,31.6356659,74.8787496
1477600,1477600,1446810,Taizhou Jiangsu,China,0.0213,w,372,32.4579729,119.9181174
1472710,1472710,1454220,Chon Buri,Thailand,0.0127,w,373,13.1857117,101.1210777
1470920,1470920,1424980,Jiaxing,China,0.0322,w,374,30.7474425,120.7510971
1465930,1465930,1429320,Weihai,China,0.0256,w,375,45.7931952,123.7132133
1463650,1463650,1422970,Hai Phong,Vietnam,0.0286,w,376,20.858864,106.6749591
1451570,1451570,1437190,Ottawa,Canada,0.01,w,377,45.4208777,-75.6901106
1443350,1443350,1431540,Zurich,Switzerland,0.0082,w,378,47.3744489,8.5410422
1441910,1441910,1416060,Taian Shandong,China,0.0183,w,379,36.2002968,117.0809316
1436820,1436820,1413470,Queretaro,Mexico,0.0165,w,380,20.8052225,-99.8837376
1435120,1435120,1421830,Joao Pessoa,Brazil,0.0093,w,381,-7.1215981,-34.882028
1434460,1434460,1398260,Kaifeng,China,0.0259,w,382,34.604167,114.497222
1430690,1430690,1400250,Cochabamba,Bolivia,0.0217,w,383,-17.401245799999998,-66.16756808852
1429940,1429940,1407630,Konya,Turkey,0.0158,w,384,38.0211951,32.5224943
1428800,1428800,1373520,Liuyang,China,0.0402,w,385,28.2178951,113.7001702
1427890,1427890,1378080,Liuan,China,0.0361,w,386,37.3539038,117.048777
1426580,1426580,1391260,Rizhao,China,0.0254,w,387,35.4178833,119.5213994
1418980,1418980,1421050,Kharkiv,Ukraine,-0.0015,w,388,49.9923181,36.2310146
1414530,1414530,1389780,Dhanbad,India,0.0178,w,389,23.7952809,86.4309638
1412710,1412710,1377570,Nanchong,China,0.0255,w,390,31.210219,106.231735
1410790,1410790,1379380,Dongying,China,0.0228,w,391,37.4334738,118.6689349
1410700,1410700,1408140,Belgrade,Serbia,0.0018,w,392,44.8178131,20.4568974
1406090,1406090,1376450,Zunyi,China,0.0215,w,393,27.6912954,106.9155974
1399310,1399310,1372000,Zhanjiang,China,0.0199,w,394,21.2737079,110.3548318
1396630,1396630,1381500,Bucaramanga,Colombia,0.011,w,395,7.1255169,-73.1182624
1393450,1393450,1329280,Uyo,Nigeria,0.0483,w,396,4.9902370000000005,7.9974399113319485
1391200,1391200,1381000,Copenhagen,Denmark,0.0074,w,397,55.6867243,12.5700724
1388996,1388996,1388320,San Diego,United States,0.0005,us,398,32.7174202,-117.162772
1387380,1387380,1354020,Shiyan,China,0.0246,w,399,32.45269,110.560812
1381860,1381860,1369070,Taizhong,Taiwan,0.0093,w,400,24.163162,120.6478282
1380720,1380720,1348660,Bareilly,India,0.0238,w,401,28.45823445,79.40474517998476
1379370,1379370,1336390,Pointe-Noire,Republic of the Congo,0.0322,w,402,-4.7975373,11.8503297
1379280,1379280,1366780,Adelaide,Australia,0.0091,w,403,-34.9281805,138.5999312
1378230,1378230,1365350,Suweon,South Korea,0.0094,w,404,0.0,0.0
1378010,1378010,1310750,Mwanza,Tanzania,0.0513,w,405,-2.90554195,33.16370938992052
1376450,1376450,1351380,Mianyang Sichuan,China,0.0186,w,406,31.4602714,104.7160723
1376150,1376150,1358870,Samut Prakan,Thailand,0.0127,w,407,13.6531651,100.8182578
1375980,1375980,1363510,Maceio,Brazil,0.0091,w,408,-9.6476843,-35.7339264
1373800,1373800,1354170,Qom,Iran,0.0145,w,409,34.6422939,50.8801184
1372400,1372400,1347240,Antalya,Turkey,0.0187,w,410,36.8865728,30.7030242
1361990,1361990,1348520,Joinville,Brazil,0.01,w,411,-26.3044898,-48.8486726
1360780,1360780,1322920,Tengzhou,China,0.0286,w,412,35.1139509,117.1600052
1355560,1355560,1323170,Yingkou,China,0.0245,w,413,40.6747155,122.2357736
1352910,1352910,1329290,Ad-Dammam,Saudi Arabia,0.0178,w,414,26.4367824,50.1039991
1349990,1349990,1310430,Suzhou,China,0.0302,w,415,31.311123,120.6212881
1348850,1348850,1314180,Tanger,Morocco,0.0264,w,416,35.7696302,-5.8033522
1347560,1347560,1309170,Freetown,Sierra Leone,0.0293,w,417,8.479004,-13.26795
1346810,1346810,1337790,Helsinki,Finland,0.0067,w,418,60.1674881,24.9427473
1346020,1346020,1312370,Aligarh,India,0.0256,w,419,27.8761073,78.13581531245276
1335970,1335970,1301740,Moradabad,India,0.0263,w,420,28.879655300000003,78.80953353954959
1334530,1334530,1303360,Pekan Baru,Indonesia,0.0239,w,421,0.5262455,101.4515727
1333930,1333930,1303900,Maoming,China,0.023,w,422,21.6656961,110.9209511
1333100,1333100,1276320,Lilongwe,Malawi,0.0445,w,423,-13.9875107,33.768144
